"Year","Week","Percent of Deaths Due to Pneumonia and Influenza (P&I)","Percent of Deaths Due to Pneumonia, Influenza or COVID-19 (PIC)","Expected","Threshold","All Deaths","Pneumonia Deaths","Influenza Deaths","COVID-19 Deaths","Pneumonia, Influenza or COVID-19 Deaths (PIC)"
2022,48,8.3422182959,10.82797697,6.24106,6.54427,65654,4632,845,2577,7109
2022,49,8.9354066986,11.750897129,6.34492,6.64813,66880,4959,1017,3015,7859
2022,50,8.9976000362,11.995290637,6.44483,6.74804,66251,4917,1044,3163,7947
2022,51,8.7114953381,11.73580786,6.53936,6.84257,67784,4960,945,3294,7955
2022,52,9.1167602635,12.389077035,6.62715,6.93036,69981,5399,981,3635,8670
2023,1,9.235988759,12.656347831,6.70694,7.01015,68677,5462,881,3827,8692
2023,2,8.7307599079,12.083383832,6.77759,7.0808,66008,5143,620,3649,7976
2023,3,8.371859769,11.365167923,6.83808,7.14129,63809,4958,384,3204,7252
2023,4,7.7367912371,10.613724227,6.88756,7.19077,62080,4534,269,2869,6589
2023,5,7.3061781955,9.9445649554,6.92531,7.22852,62235,4405,142,2598,6189
2023,6,7.0546142985,9.3312796817,6.9508,7.25401,62328,4286,111,2307,5816
2023,7,6.7706458054,8.8687767995,6.96367,7.26688,61102,4021,116,2053,5419
2023,8,6.739942271,8.8631953164,6.96375,7.26696,61321,4060,73,2111,5435
2023,9,6.5854668987,8.6121468224,6.95105,7.25426,60345,3914,60,1941,5197
2023,10,6.5230914073,8.4531194835,6.92576,7.22897,59481,3826,54,1798,5028
2023,11,6.3269839133,8.2166655449,6.88826,7.19147,59428,3707,53,1697,4883
2023,12,6.4545330327,8.1642413063,6.83911,7.14232,58548,3728,51,1583,4780
2023,13,6.1688311688,7.6956826957,6.77902,7.08223,56980,3471,44,1373,4385
2023,14,6.2508057535,7.7333922684,6.70889,7.0121,54297,3350,44,1254,4199
2023,15,6.0744726816,7.4354845045,6.62973,6.93294,50918,3057,36,1071,3786
2023,16,6.3879467139,7.6635697783,6.54271,6.84591,40686,2577,22,825,3118
2023,17,5.9926470588,7.2840073529,6.44909,6.7523,21760,1290,14,439,1585
